;name;category;subcategory;price;description;bigImgUrl;smallImgUrl;url
107;Kamagra-100mg/tab -4tabs;Środki na potencję;Środki dla średniozaawansowancyh;60 ;"
Kamagra
Czasem facet ma pewne problemy, które spędzają mu sen z powiek. Tym wstydliwym tematem dla każdego mężczyzny jest problem z potencją. Bez względu jakie są przyczyny tego problemu, często jest to bardzo dużym problemem dla mężczyzny jak i jego najbliższego otoczenia , z czasem dochodzi do tego że pojawia się uczucie wstydliwości. Większość mężczyzn niestety wstydzi się mówić o takich kłopotach , co zresztą jest zrozumiałe, każdy z nas chce uchodzić za samca alfa. Kłopoty te często są powodem żartów wśród otoczenia, pojawiają się plotki, mężczyzna traci poczucie własnej wartości.
To dodatkowo nawarstwia w nas poczucie osamotnienia, niezrozumienia, oziębłości seksualnej. Kolejnym faktem jest że te problemy mogą odbić się szkodliwie na naszym związku. Dlatego objawów nie można bagatelizować i należy zacząć reagować. Na szczęście w dzisiejszych czasach i wraz z rozwojem medycyny nie ma większych problemów z przynajmniej doraźnym zaleczeniem tego typu schorzeń.
Co to jest Kamagra?
Kamagra i podobne tego typu leki ( viagra, cialis) są niesamowicie skuteczne i szybko sprawią, że problem zniknie ku ucieszy faceta jak i jego partnerki. Na pewno korzystanie z takich leków jest bezpieczne pod warunkiem że nie przesadzamy z dawkowaniem.  Kamagra dostępna jest bez recepty i można ją zakupić anonimowo, bez stresu związanego z zakupem. Anonimowość jest w przypadku takich leków bardzo ważna, bo bez tego uczucia facet raczej nie zgodziłby się na korzystanie z tego rodzaju terapii.
A tak naprawdę, to czym właściwie jest ta Kamagra?
Kamagra głównie opiera się na sildenafilu , jest to środek który wspomaga nasze naczynia krwionośne , dzięki temu łatwiej o uzyskanie wzwodu. Dedykowana jest wszystkim mężczyzną , którzy mają jakikolwiek problem z uzyskaniem wzwodu. Jeżeli chodzi o działanie to jest szybka i bardzo skuteczna. Wystarczy, że weźmiemy tabletkę i już po kwadransie jesteśmy już w pełni gotowi na erotyczne podboje. Lek ten jest zaliczany do środków bezpiecznych, ponieważ środek jakim jest sildenafil to znany lek który stosowany jest w również w viagrze dostępnej od wielu lat na rynku. 
Opis Kamagry
Decydując się na zakup kamagry mamy pewność, że koszt zakupu nie będzie wysoki, dlatego że jest to tańszy odpowiednik o wiele bardziej znanej viagry. Najważniejsze to jednak że w przypadku kamagry , na duży plus jest fakt że narażamy się na znacznie mniejszą liczbą efektów ubocznych, które często bywają zmorą u korzystających z np. Viagry.  Unowocześniony sposób produkcji zielonej tabletki , sprawił że liczba skutków ubocznych została ograniczona do absolutnego minimum. W każdym jednak przypadku liczba , jak i stopień działania skutków ubocznych jest na tyle mała, że z powodzeniem wynagradza nam jakość i komfort stosunku .  Produkcja Kamagry odbywa się w Indiach.  Zakupując zieloną tabletkę spodziewajmy się , że otrzymamy produkt najwyższej jakości. Mamy na to gwarancję producenta, w przypadku takich leków ma to istotne znaczenie. Bez tego uczucia pacjent czuł by się bezkomforowo , bowiem sami zdajemy sobie sprawę jak smutne może być rozczarowanie podczas nocnych igraszek. Pamiętajmy o rozsądnym stosowaniu leków na potencję , zarówno pod względem dawkowania , jak i dobierania. Kierujmy się dokumentacją , skutecznością leku, oraz skutkami ubocznymi . Podsumowując Kamagra jest dla nas całkowicie bezpieczna. Stosując podobne , bądź takie same środki pamiętajmy że nie przynosi nazbyt wielu uporczywych skutków ubocznych, a działa wystarczająco skutecznie. Sprawy natury intymnej są niesamowicie delikatne i dlatego kupujący cenią sobie formę zakupu takich leków właśnie przez Internet. Leki typu Kamagra otrzymamy na różnych stronach internetowych min. euro-sterydy.pl i euro-peptydy.pl . Dużym plusem jest to że nie musimy wstydzić się samodzielnego zakupu np. w aptece. Producenci leków na potencję doskonale rozumieją, że jest to dość krępujące i właśnie dlatego umożliwiają takie kanały sprzedażowe. 
Dawkowanie Kamagry (sidenafil)
Jeżeli masz problem z potencją, to właśnie zielona tabletka może nam pomóc . Warto raz na zawsze rozprawić się z tymi problemami, póki jeszcze nie przybrały na sile, by nie pozwolić na spotęgowanie się podobnych kłopotów w przyszłości. Im szybsza reakcja tym lepiej dla nas. Pamiętajmy że stosując Kamagrę możemy czuć się bezpieczne, kolejnym plusem jest to że jest stosunkowo tania, dlatego każdy facet mający problem z erekcją będzie mógł sobie na nie pozwolić .  W Kamagrze znajduje się 100mg tej samej substancji która jest w  Viagrze, stąd też wystąpienie podobnych skutków ubocznych, wyższością natomiast Kamagry nad Viagrą jest to że jest to lek unowocześniony, dzięki czemu skutki uboczne zostały ograniczone do absolutnego minimum.  Jeżeli chodzi o skutki uboczne to po zażyciu Kamagry, możemy odczuwać bóle lub zawroty głowy, może wystąpić uczucie zatkanego nosa , niestrawność.  Jednak wszystkie wyżej wymienione objawy nie muszą wcale wystąpić. Środki takie jak Kamgra czy Viagra nie uzależniają . Sildenafil, jaki zawarty jest w Kamagrze 100mg nie uzależnia. Można go przyjmować nawet przez dłuższy czas , a po odstawieniu nie zauważymy żadnych niepokojących objawów odstawienia. Niektórym użytkowniką może wydawać się że, nie poradzą sobie z seksem bez Kamagry. Gdy przystępują do współżycia bez uprzedniego brania zielonej tabletki rzeczywiście coś idzie im nie tak, jednak w żadnym przypadku nie wynika to z fizycznego uzależnienia organizmu. Dzieje się tak dlatego, że niektóre osoby, najzwyczajniej w świecie nie odzyskały jeszcze pewności siebie w łóżku, z góry zakładają że nie poradzą sobie bez środka dopingującego . Facet jest zestresowany, a jak wiemy stres nigdy nie sprzyja wywołaniu erekcji.  Aby więc nie narażać się na taki dyskomfort , warto stosować Kamagrę na tyle długo, by pozwoliła ona odbudować utraconą wiarę w siebie , swoją męskość , poczucie spełnienia , w końcu pewnego dnia zobaczysz, że seks był niebywale udany, a ty zapomniałeś przyjąć wcześniej tabletki.  Na udane zakupy zapraszamy na strony internetowe euro-sterydy.pl i euro-peptydy.pl
";https://euro-sterydy.pl/wp-content/uploads/2020/02/kamagra-100mg-potencja-tabletki-sklep-online-erekcja.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/02/kamagra-100mg-potencja-tabletki-sklep-online-erekcja-300x300.jpg;https://euro-sterydy.pl/product/kamagra-100mg-tab-4tabs/
108;Viagra Pfizer – 100mg- 4 tab;Środki na potencję;Środki dla średniozaawansowancyh;60 ;;https://euro-sterydy.pl/wp-content/uploads/2022/03/DSC5360-scaled.jpg;https://euro-sterydy.pl/wp-content/uploads/2022/03/DSC5360-300x168.jpg;https://euro-sterydy.pl/product/viagra-pfizer-100mg-4-tab/
109;Viagrax – (Sildenafil)  100mg/tab  20 tab;Środki na potencję;Środki dla prawdziwych dzików - OSTROŻNIE;110 ;;https://euro-sterydy.pl/wp-content/uploads/2021/07/VIAGRAX_100mg-1.png;https://euro-sterydy.pl/wp-content/uploads/2021/07/VIAGRAX_100mg-1-300x216.png;https://euro-sterydy.pl/product/viagrax-sildenafil-100mg-tab-20-tabs/
110;10 amp-Boldenone-250mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;160 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/boldenone.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/boldenone-300x300.jpg;https://euro-sterydy.pl/product/10-amp-boldenone-250mg-ml-sswiss-healthcare-pharma/
111;10 amp-Clenbuterol injectable 200um/amp-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla prawdziwych dzików - OSTROŻNIE;120 ;;https://euro-sterydy.pl/wp-content/uploads/2021/03/clenbuterol_injectable.png;https://euro-sterydy.pl/wp-content/uploads/2021/03/clenbuterol_injectable-300x300.png;https://euro-sterydy.pl/product/10-amp-clenbuterol-injectable-200um-amp/
112;10 amp-Masteron Propionate-100mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;200 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/drostanolone-propionate.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/drostanolone-propionate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-masteron-propionate-100mg-ml-swiss-healthcare-pharma/
113;10 amp-Nandrolone Decanoate-250mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;180 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/nandrolone-decanoate.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/nandrolone-decanoate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-nandrolone-decanoate-250mg-ml-swiss-healthcare-pharma/
114;10 amp-Parabolan-76.5mg-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;250 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/parabolan_inj.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/parabolan_inj-300x300.jpg;https://euro-sterydy.pl/product/10-amp-parabolan-76-5mg-swiss-healthcare-pharma/
115;10 amp-Primobolan-100mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;250 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/primobolan_inj.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/primobolan_inj-300x300.jpg;https://euro-sterydy.pl/product/10-amp-primobolan-100mg-ml-swiss-healthcare-pharma/
116;10 amp-Stanozolol injectable-50mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;160 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/stanozol_inj.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/stanozol_inj-300x300.jpg;https://euro-sterydy.pl/product/10-amp-stanozolol-injectable-50mg-ml-swiss-healthcare-pharma/
117;10 amp-Sustanon-250 mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;160 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/sustanon.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/sustanon-300x300.jpg;https://euro-sterydy.pl/product/10-amp-sustanon-250-mg-ml-swiss-healthcare-pharma/
118;10 amp-Testosterone Cypionate-200mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;160 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/testosterone-cypionate.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/testosterone-cypionate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-testosterone-cypionate-200mg-ml-swiss-healthcare-pharma/
119;10 amp-Testosterone Enanthate -250mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;160 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/testosterone-enanthate.jpg;https://euro-sterydy.pl/wp-content/uploads/2021/01/testosterone-enanthate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-testosterone-enanthate-250mg-ml-swiss-healthcare-pharma/
120;10 amp-Testosterone Propionate-100mg/ml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla prawdziwych dzików - OSTROŻNIE;110 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/testosterone-propionate.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/testosterone-propionate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-testosterone-propionate-100mg-ml-swiss-healthcare-pharma/
121;10 amp-Trenbolone Acetate  100mg/ amp-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;190 ;;https://euro-sterydy.pl/wp-content/uploads/2021/03/trenbolone-acetate.jpg;https://euro-sterydy.pl/wp-content/uploads/2021/03/trenbolone-acetate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-trenbolone-acetate-100mg-amp/
122;10 amp-Trenbolone Enanthate-200mg/mml-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla prawdziwych dzików - OSTROŻNIE;220 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/trenbolone-enanthate.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/08/trenbolone-enanthate-300x300.jpg;https://euro-sterydy.pl/product/10-amp-trenbolone-enanthate-200mg-mml-swiss-healthcare-pharma/
123;Clenbuterol 20mcg/tab-100 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;90 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/clenbuterol.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/clenbuterol-300x300.png;https://euro-sterydy.pl/product/clenbuterol-20mcg-tab-100-tabs-swiss-healthcare-pharma/
124;Methandienone 10mg/tab 100 tab-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;90 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/methandienone.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/methandienone-300x300.png;https://euro-sterydy.pl/product/methandienone-10mg-tab-100-tab-swiss-healthcare-pharma/
125;Methylotestosterone 25mg/atb-60 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;220 ;;https://euro-sterydy.pl/wp-content/uploads/2020/08/methyltestosterone.png;https://euro-sterydy.pl/wp-content/uploads/2020/08/methyltestosterone-300x300.png;https://euro-sterydy.pl/product/methylotestosterone-25mg-atb-60-tabs-swiss-healthcare-pharma/
126;Oxandrolone 10mg/tab-100 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;250 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/oxandrlone.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/oxandrlone-300x300.png;https://euro-sterydy.pl/product/oxandrolone-10mg-tab-100-tabs-swiss-healthcare-pharma/
127;Oxymetholone 50mg/tab-60 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla średniozaawansowancyh;180 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/oxymetholone.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/oxymetholone-300x300.png;https://euro-sterydy.pl/product/oxymetholone-50mg-tab-60-tabs-swiss-healthcare-pharma/
128;Salbutamol 2mg/tab 100 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;190 ;;https://euro-sterydy.pl/wp-content/uploads/2021/03/salbutamol.png;https://euro-sterydy.pl/wp-content/uploads/2021/03/salbutamol-300x300.png;https://euro-sterydy.pl/product/salbutamol-2mg-tab-100-tabs/
129;Sibutramine (Meridia) 20mg/tab- 100 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla prawdziwych dzików - OSTROŻNIE;170 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/sibutramine.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/sibutramine-300x300.png;https://euro-sterydy.pl/product/sibutramine-20mg-tab-100-tabs-swiss-healthcare-pharma/
130;Stanozolol 10mg/tab-100 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Środki dla prawdziwych dzików - OSTROŻNIE;100 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/stanozolol.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/stanozolol-300x300.png;https://euro-sterydy.pl/product/stanozolol-10mg-tab-100-tabs-swiss-healthcare-pharma/
131;Turinabol 10mg/tab-60 tabs-(Swiss Healthcare Pharma);Swiss Healthcare Pharma;Łagodne środki;130 ;;https://euro-sterydy.pl/wp-content/uploads/2021/01/turinablol.png;https://euro-sterydy.pl/wp-content/uploads/2021/01/turinablol-300x300.png;https://euro-sterydy.pl/product/turinabol-10mg-tab-60-tabs-swiss-healthcare-pharma/
132;10 ampułek TAD-600 / Glutation 600mg/4ml;Zdrowy mózg i wątroba;Środki dla prawdziwych dzików - OSTROŻNIE;280 ;;https://euro-sterydy.pl/wp-content/uploads/2020/02/DSC5124-removebg.png;https://euro-sterydy.pl/wp-content/uploads/2020/02/DSC5124-removebg-300x181.png;https://euro-sterydy.pl/product/10-ampulek-tad-600-glutation-600mg-4ml/
133;10 ml CBD full spectrum Euro-pharmacies – 10%;Zdrowy mózg i wątroba;Środki dla prawdziwych dzików - OSTROŻNIE;140 ;;https://euro-sterydy.pl/wp-content/uploads/2021/12/CBD-10.jpg;https://euro-sterydy.pl/wp-content/uploads/2021/12/CBD-10-300x300.jpg;https://euro-sterydy.pl/product/10-ml-cbd-full-spectrum-euro-pharmacies-10/
134;10 ml CBD full spectrum Euro-pharmacies – 20%;Zdrowy mózg i wątroba;Łagodne środki;200 ;;https://euro-sterydy.pl/wp-content/uploads/2021/12/CBD-20.jpg;https://euro-sterydy.pl/wp-content/uploads/2021/12/CBD-20-300x300.jpg;https://euro-sterydy.pl/product/10-ml-cbd-full-spectrum-euro-pharmacies-20/
135;Actovegin ( Solcoseryl) 40mg/amp 5ml – 5 amp/ op;Zdrowy mózg i wątroba;Środki dla prawdziwych dzików - OSTROŻNIE;150 ;"
Actovegin (Solcoseryl)
Nareszcie dotarł do nas  fenomenalny lek – ma tyle zalet przy  bardzo małych skutkach ubocznych ze nawet nie wiem od czego zacząć : )  – tak poważnie  , jest to wyciąg z krwi bydlęcej –  który stosowany jest  niemal do wszystkiego   począwszy   od gojenia sie ran –  do transportu glukozy do mózgu : )  –   lek można podawać domięśniowo lub dożylnie, obie formy są bardzo dobre i efektywne –  teraz parę słów i zalet tego produktu  a dokładniej na co ma wpływ
";https://euro-sterydy.pl/wp-content/uploads/2020/02/actovegin-solcoseryl-40mgamp-5ml-5-amp-op-130-zl.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/02/actovegin-solcoseryl-40mgamp-5ml-5-amp-op-130-zl-300x300.jpg;https://euro-sterydy.pl/product/actovegin-solcoseryl/
136;Glutation ( glutathione Arlic ) 600mg/flakon -10 flakonów;Zdrowy mózg i wątroba;Środki dla prawdziwych dzików - OSTROŻNIE;270 ;;https://euro-sterydy.pl/wp-content/uploads/2020/09/gluta1-scaled.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/09/gluta1-scaled-300x169.jpg;https://euro-sterydy.pl/product/glutation-glutathione-arlic-600mg-flakon-10-flakonow/
137;Meldonium (Mildronate)- 500mg/cap 60 caps;Zdrowy mózg i wątroba;Środki dla prawdziwych dzików - OSTROŻNIE;200 ;;https://euro-sterydy.pl/wp-content/uploads/2020/02/meldonium-mildronate-500mg-sklep-opis-dawkowanie-kup-promocja.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/02/meldonium-mildronate-500mg-sklep-opis-dawkowanie-kup-promocja-300x300.jpg;https://euro-sterydy.pl/product/meldonium-mildronate-500mg-cap-60-caps/
138;NOOPEPT 50 tab;Zdrowy mózg i wątroba;Łagodne środki;130 ;"

Noopept 50tab opakowanie
Noopept jest lekiem  z grupy nootropów. Noopept po raz pierwszy został wyprodukowany w Rosji w latach ’90. Do dnia dzisiejszego  jest stosowany w krajach byłego byłego związku radzieckiego  jako środek o działaniu neuroprotekcyjnym (chroni  komórki nerwowe, ale także pozwala na zwalczenie szkód powstałych w wyniku urazów, np. udarów.
Noopept działanie
Noopept oddziałuje  na receptory AMPA i NMDA, specyficzne jest to że  charakteryzuje się również powinowactwem do receptorów cholinergicznych (są to procesy bardzo silnie związane z uczeniem się i zapamiętywaniem). Badania oparte  na zwierzętach sugerują również, że przyjmowanie Noopeptu może prowadzić do wydzielania w rejonie hipokampa substancji NGF i BDNF – popularnie nazywanych czynnikami wzrostu neuronów i związanych z procesami neurogenezy, tj. powstawania nowych komórek a także nowych połączeń między neuronami.

Oto tylko po krótce co zyskamy stosując Noopept ( więcej o neuroprzekaźnikach w kategorii BLOG):

Stymuluje przemianę materii w obrębie ośrodkowego układu nerwowego
Zwiększa koncentrację
Poprawia jakość snu

Dawkowanie Noopept
Noopept jest uważany za substancję od 200 do 50 000 razy silniejszą niż Piracetam, więc jego dawkowanie powinno być odpowiednio mniejsze. W badaniach na zwierzętach Noopept wykazuje właściwości nootropowe (polepszające działanie funkcji poznawczych) w dawkach już od 0,01 do 0,8 mg na kg masy ciała.

Zalecane dawkowanie to od 2 do 3 tabletek dziennie, rano i w południe, oby nie na wieczór.
";https://euro-sterydy.pl/wp-content/uploads/2020/02/noopept-sklep-cena-nootropy-neurotransmitery.jpg;https://euro-sterydy.pl/wp-content/uploads/2020/02/noopept-sklep-cena-nootropy-neurotransmitery-300x300.jpg;https://euro-sterydy.pl/product/noopept-50-tab/
